Permit Number,Permittee Name,Project Name,Mechanical or Non-Mechanical,County,City,Lat.,Long.,HUC 8 ID#,Watershed Name,Discharge Stream,Class,Code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0020753,Town of Huntsville,Huntsville STP,Mechanical - Suspended/Attached,Scott,Huntsville,36.405278,-84.497778,05130104,South Fork Cumberland River,New River at mile 14.8,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0024813,Jackson Energy Authority (JEA),Miller Avenue STP,Mechanical - Suspended Growth,Madison,Jackson,35.639429,-88.86404,08010205,South Fork Forked Deer River,South Fork Forked Deer River at mile 50.8 (Outfall 001) and South Fork Forked Deer River at mile 51.1 (Outfall 002),M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0075876,Jackson Energy Authority (JEA),Middle Fork STP,Mechanical - Suspended Growth,Madison,Jackson,35.75052,-88.874024,08010204,North Fork Forked Deer River,Middle Fork Forked Deer River at mile 29.1,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0062634,City of Jamestown,Jamestown STP,Mechanical - Suspended Growth,Fentress,Jamestown,36.420705,-84.945773,05130105,Obey River,Rockcastle Creek at mile 4.75,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0054585,Town of Jasper,Jasper STP,Aerated Lagoon,Marion,Jasper,35.046202,-85.644026,06030001,Guntersville Lake,Tennessee River Mile 421.5 (Guntersville Lake),M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0021199,Jefferson City,Jefferson City STP,Mechanical - Attached Growth,Jefferson,Jefferson City,36.128786,-83.502636,06010104,Holston River,Mossy Creek Embayment at mile 3.0 of Cherokee Lake,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0022861,Jellico Utilities Authority,Jellico STP,Mechanical - Suspended Growth,Campbell,Jellico,36.589326,-84.133798,05130101,Upper Cumberland River,Elk Fork Creek mile 2.1,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0024236,Johnson City,Knob Creek STP,Mechanical - Suspended Growth,Washington,Johnson City,36.377429,-82.360043,06010103,Watuaga River,Watauga River at mile 11.3,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0024244,Johnson City,Brush Creek WWTP,Mechanical - Suspended Growth,Washington,Johnson City,36.3725,-82.316111,06010103,Watuaga River,Watauga River Mile 16.4,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0081175,Town of Jonesborough,Jonesborough STP,Mechanical - Suspended Growth,Washington,Jonesborough,36.198651,-82.493028,06010108,Nolichucky,Nolichucky River at mile 84.5,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0062359,Town of Kenton,Kenton Wastewater Lagoon,Non-Mechanical Lagoon,Obion,Kenton,36.208393,-89.006612,08010203,South Fork Obion River,Rutherford Fork Obion River Mile 4.5,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0020095,City of Kingsport,Kingsport STP,Mechanical - Suspended/Attached,Sullivan,Kingsport,36.550277,-82.574444,06010102,South Fork Holston River,South Fork Holston mile 2.2,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0061701,City of Kingston,Kingston STP,Mechanical - Suspended Growth,Roane,Kingston,35.850979,-84.51484,06010201,Watts Bar Lake,Clinch River at mile 0.28,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0059790,Town of Kingston Springs,Kingston Springs STP,Non-Mechanical Lagoon,Cheatham,Kingston Springs,36.105828,-87.113195,05130204,Harpeth River,Harpeth River at mile 35.8,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0021822,Knoxville Utilities Board (KUB),Loves Creek STP,Mechanical - Suspended Growth,Knox,Knoxville,36.009183,-83.829265,06010104,Holston River,Holston River Mile 5.0,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0023574,Knoxville Utilities Board (KUB),Fourth Creek WWTP,Mechanical - Suspended Growth,Knox,Knoxville,35.917481,-83.987432,06010201,Watts Bar Lake,Tennessee River at mile 640 (Ft. Loudoun Reservoir),M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0023582,Knoxville Utilities Board (KUB),Kuwahee STP,Mechanical - Suspended Growth,Knox,Knoxville,35.944444,-83.926667,06010201,Watts Bar Lake,Tennessee River mile 646.2,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0059323,Hallsdale Powell Utility District,Raccoon Valley STP,Mechanical - Suspended Growth,Knox,Knoxville,36.099566,-84.0221,06010207,Lower Clinch River,Bull Run Creek at mile 12.6,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0060780,"Duncan's Landing Homeowners' Association, Inc.",,Mechanical - Suspended Growth,Knox,Knoxville,35.88759,-83.99176,06010201,Watts Bar Lake,Fort  Loudoun Lake (Tennessee River) at mile 635,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0061743,Knoxville Utilities Board (KUB),East Bridge STP,Mechanical - Suspended Growth,Knox,Knoxville,36.055451,-83.739217,06010104,Holston River,Holston River at mile 14.2,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0080721,West Knox Utility District (WKUD),Melton Hill POTW,Mechanical - Suspended/Attached,Knox,Knoxville,35.8925,-84.2439,06010207,Lower Clinch River,Clinch River (Melton Hill Reservoir) Mile 28.  Outfall 001 proposed down river from Hickory Creek confluence.  Alteration of the properties of this Exceptional Tennessee Water  (degradation) is allowed per antidegradation demonstration.,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0020877,City of Lafayette,Lafayette STP,Mechanical - Suspended Growth,Macon,Lafayette,36.523611,-86.0075,05110002,Barren River,Town Creek at mile 1.3,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0080021,Lafollette Utilities Board,Lafollette Utilities Board Wastewater Treatment Plant,Mechanical - Suspended Growth,Campbell,LaFollette,36.369444,-84.109167,06010205,Upper Clinch River,Big Creek at mile 17.7,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0078255,City of Lakeland,Scotts Creek Wastewater Treatment Plant (Lakeland STP),Mechanical - Suspended Growth,Shelby,Lakeland,35.27329,-89.74072,08010209,Loosahatchie,Loosahatchie River at mile 24.1,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0022551,Lawrenceburg Utility Systems,Lawrenceburg STP,Mechanical - Suspended Growth,Lawrence,Lawrenceburg,35.239166,-87.353055,06030005,Pickwick Lake,Shoal Creek at mile 55.4,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0028754,City of Lebanon,Lebanon STP,Mechanical - Suspended Growth,Wilson,Lebanon,36.22921,-86.31773,05130201,Old Hickory Lake,Cumberland River (Old Hickory Reservoir) at mile 252.2,M,"MW, RU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0020494,Lenoir City Utilities Board,Lenoir City STP,Mechanical - Suspended Growth,Loudon,Lenoir City,35.791024,-84.264475,06010201,Watts Bar Lake,Tennessee River at mile 600.1,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0022888,City of Lewisburg,Lewisburg STP,Mechanical - Attached Growth,Marshall,Lewisburg,35.453832,-86.780699,06040002,Upper Duck River,Big Rock Creek at mile 16.8,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0024341,"City of Lexington, Utilities Division",Lexington Utilities STP,Mechanical - Suspended Growth,Henderson,Lexington,35.630583,-88.384446,06040001,Beech River,Beech River at mile 29.7,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0064394,City of Linden,City of Linden STP,Non-Mechanical Lagoon,Perry,Linden,35.631388,-87.825555,06040004,Buffalo River,Buffalo River at mile 40.0,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0021873,Town of Livingston,Livingston STP,Mechanical - Suspended Growth,Overton,Livingston,36.359167,-85.344167,05130106,Cordell Hull Reservoir,Town Creek at mile 0.8,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0020818,City of Lobelville,Lobelville STP,Non-Mechanical Lagoon,Perry,Lobelville,35.761944,-87.774444,06040004,Buffalo River,Buffalo River at mile 26,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0065501,City of Loretto,Loretto STP,Non-Mechanical Lagoon,Lawrence,Loretto,35.117054,-87.419863,06030005,Pickwick Lake,Shoal Creek at mile 38,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0058181,Loudon Utilities Board,Loudon STP,Mechanical - Suspended Growth,Loudon,Loudon,35.738891,-84.327608,06010201,Watts Bar Lake,Watts Bar Reservoir (Tennessee River Mile 591.6),M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0064149,City of Luttrell,Luttrell STP,Mechanical - Attached Growth,Union,Luttrell,36.185074,-83.764307,06010104,Holston River,Flat Creek at mile 13.9,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0025101,Metropolitan Lynchburg Moore County Utility Department (M.U.D.),Lynchburg WWTP,Mechanical - Suspended Growth,Moore,Lynchburg,35.2721,-86.3949,06030003,Upper Elk River,East Fork Mulberry Creek at mile 11.1,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0025020,City of Madisonville,Madisonville STP,Mechanical - Suspended Growth,Monroe,Madisonville,35.528153,-84.360157,06010204,Little Tennessee River,Bat Creek Mile 19.3,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0025038,City of Manchester,Municipal POTW,Mechanical - Suspended Growth,Coffee,Manchester,35.481667,-86.098333,06040002,Upper Duck River,Duck River at mile 268.5,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0062545,City of Martin,Martin Wastewater Treatment Plant,Mechanical - Suspended Growth,Weakley,Martin,36.31446,-88.902422,08010203,South Fork Obion River,unnamed tributary at mile 0.25 to Cane Creek mile 7.7,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0020079,City of Maryville,Maryville STP,Mechanical - Suspended Growth,Blount,Maryville,35.851389,-83.947222,06010201,Watts Bar Lake,Outfall 002 to mile 5 of the Little River Embayment. Outfall 001 to mile 637 of the Tennessee River reserved as backup.,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0026620,Town of Mason,Mason STP,Non-Mechanical Lagoon,Tipton,Mason,35.406061,-89.537303,08010209,Loosahatchie,East Beaver Creek at mile 6.8,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0065218,Town of Maury City,Maury City STP,Non-Mechanical Lagoon,Crockett,Maury City,35.805316,-89.240219,08010205,South Fork Forked Deer River,South Fork Forked Deer River Mile 27.1,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0022870,City of Maynardville,Maynardville STP,Mechanical - Suspended Growth,Union,Maynardville,36.22914,-83.821877,06010207,Lower Clinch River,North Fork Bull Run Creek at mile 3.1,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0020613,City of McKenzie,McKenzie STP,Mechanical - Suspended Growth,Carroll,Mc Kenzie,36.124574,-88.509011,08010203,South Fork Obion River,unnamed tributary at mile 2.8 to Clear Creek at mile 2.4 to South Fork Obion River at mile 27,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0021741,City of McEwen,McEwen STP,Mechanical - Suspended Growth,Humphreys,McEwen,36.100062,-87.635294,06040003,Lower Duck River,Blue Creek at mile 16.2,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0023591,City of McMinnville,McMinnville STP,Mechanical - Suspended Growth,Warren,McMinnville,35.677213,-85.759814,05130107,Collins River,Barren Fork River at mile 4.5,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0020711,City of Memphis,Maynard C. Stiles STP North Plant,Mechanical - Suspended Growth,Shelby,Memphis,35.188949,-90.050959,08010100,Mississippi River,Mississippi River at mile 738.8,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0020729,City of Memphis,TE Maxson STP South Plant,Mechanical - Suspended Growth,Shelby,Memphis,35.070567,-90.156612,08010211,Nonconnah Creek,Mississippi River at mile 725.0,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0026361,Chapel Hill S.D. STP,Chapel Hill S.D. STP,Mechanical - Suspended Growth,Shelby,Memphis,35.352863,-89.734803,08010209,Loosahatchie,unnamed stream at mile 0.2 to an unnamed tributary at mile 2.1 to Crooked Creek at mile 3.0,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0062642,City of Middleton,Middleton STP,Non-Mechanical Lagoon,Hardeman,Middleton,35.061125,-88.879,08010207,Upper Hatchie River,Hatchie River mile 174.2,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0062375,Milan Public Utilities,Milan STP,Mechanical - Attached Growth,Gibson,Milan,35.92936,-88.74256,08010203,South Fork Obion River,Rutherford Fork of Obion River mile 29.2,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN0021067,City of Millington,Millington Wastewater Treatment Plant,Mechanical - Suspended Growth,Shelby,Millington,35.341736,-89.940972,08010209,Loosahatchie,Big Creek at mile 6.9,M,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
